2021-07-09 15:49:33 root         INFO     Starting sales producer
2021-07-09 15:49:34 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 3, 'product_price': 4.99, 'sale_ts': 1625863773744} to topic salesitems partition 0 offset 9
2021-07-09 16:01:33 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothpaste', 'quantity': 5, 'product_price': 4.99, 'sale_ts': 1625864492930} to topic salesitems partition 0 offset 1389
2021-07-09 16:01:38 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 1, 'product_price': 4.99, 'sale_ts': 1625864498136} to topic salesitems partition 0 offset 1399
2021-07-09 16:01:43 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 4, 'product_price': 4.99, 'sale_ts': 1625864503346} to topic salesitems partition 0 offset 1409
2021-07-09 16:01:48 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothpaste', 'quantity': 4, 'product_price': 4.99, 'sale_ts': 1625864508556} to topic salesitems partition 0 offset 1419
2021-07-09 16:01:53 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Dental Floss', 'quantity': 2, 'product_price': 1.99, 'sale_ts': 1625864513768} to topic salesitems partition 0 offset 1429
2021-07-09 16:01:59 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothbrush', 'quantity': 3, 'product_price': 3.99, 'sale_ts': 1625864518984} to topic salesitems partition 0 offset 1439
2021-07-09 16:02:04 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothbrush', 'quantity': 1, 'product_price': 3.99, 'sale_ts': 1625864524196} to topic salesitems partition 0 offset 1449
2021-07-09 16:02:09 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothbrush', 'quantity': 5, 'product_price': 3.99, 'sale_ts': 1625864529408} to topic salesitems partition 0 offset 1459
2021-07-09 16:02:14 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 2, 'product_price': 1.99, 'sale_ts': 1625864534619} to topic salesitems partition 0 offset 1469
2021-07-09 16:02:20 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 2, 'product_price': 1.99, 'sale_ts': 1625864539830} to topic salesitems partition 0 offset 1479
2021-07-09 16:02:25 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothbrush', 'quantity': 4, 'product_price': 3.99, 'sale_ts': 1625864545043} to topic salesitems partition 0 offset 1489
2021-07-09 16:02:30 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothpaste', 'quantity': 3, 'product_price': 4.99, 'sale_ts': 1625864550254} to topic salesitems partition 0 offset 1499
2021-07-09 16:02:35 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 1, 'product_price': 4.99, 'sale_ts': 1625864555469} to topic salesitems partition 0 offset 1509
2021-07-09 16:02:40 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothbrush', 'quantity': 2, 'product_price': 3.99, 'sale_ts': 1625864560681} to topic salesitems partition 0 offset 1519
2021-07-09 16:02:46 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothbrush', 'quantity': 1, 'product_price': 3.99, 'sale_ts': 1625864565895} to topic salesitems partition 0 offset 1529
2021-07-09 16:04:41 root         INFO     Starting sales producer
2021-07-09 16:04:41 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 5, 'product_price': 1.99, 'sale_ts': 1625864681121} to topic salesitems partition 0 offset 1539
2021-07-09 16:04:46 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1625864686333} to topic salesitems partition 0 offset 1549
2021-07-09 16:04:51 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1625864691541} to topic salesitems partition 0 offset 1559
2021-07-09 16:04:56 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothpaste', 'quantity': 1, 'product_price': 4.99, 'sale_ts': 1625864696753} to topic salesitems partition 0 offset 1569
2021-07-09 16:05:02 root         INFO     Produced {'seller_id': 'KC', 'product': 'Dental Floss', 'quantity': 3, 'product_price': 1.99, 'sale_ts': 1625864701965} to topic salesitems partition 0 offset 1579
2021-07-09 16:05:07 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 5, 'product_price': 4.99, 'sale_ts': 1625864707178} to topic salesitems partition 0 offset 1589
2021-07-09 16:05:12 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 4, 'product_price': 4.99, 'sale_ts': 1625864712389} to topic salesitems partition 0 offset 1599
2021-07-09 16:05:17 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 1, 'product_price': 4.99, 'sale_ts': 1625864717604} to topic salesitems partition 0 offset 1609
2021-07-09 16:05:23 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 3, 'product_price': 1.99, 'sale_ts': 1625864722813} to topic salesitems partition 0 offset 1619
2021-07-09 16:05:28 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothbrush', 'quantity': 3, 'product_price': 3.99, 'sale_ts': 1625864728025} to topic salesitems partition 0 offset 1629
2021-07-09 16:05:33 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 5, 'product_price': 1.99, 'sale_ts': 1625864733240} to topic salesitems partition 0 offset 1639
2021-07-09 16:05:38 root         INFO     Produced {'seller_id': 'KC', 'product': 'Dental Floss', 'quantity': 5, 'product_price': 1.99, 'sale_ts': 1625864738452} to topic salesitems partition 0 offset 1649
2021-07-09 16:05:43 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothbrush', 'quantity': 3, 'product_price': 3.99, 'sale_ts': 1625864743663} to topic salesitems partition 0 offset 1659
2021-07-09 16:05:49 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 2, 'product_price': 1.99, 'sale_ts': 1625864748875} to topic salesitems partition 0 offset 1669
2021-07-09 16:05:54 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothbrush', 'quantity': 4, 'product_price': 3.99, 'sale_ts': 1625864754085} to topic salesitems partition 0 offset 1679
2021-07-09 16:05:59 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 5, 'product_price': 1.99, 'sale_ts': 1625864759300} to topic salesitems partition 0 offset 1689
2021-07-09 16:06:04 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 2, 'product_price': 4.99, 'sale_ts': 1625864764511} to topic salesitems partition 0 offset 1699
2021-07-09 16:06:09 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 3, 'product_price': 4.99, 'sale_ts': 1625864769725} to topic salesitems partition 0 offset 1709
2021-07-09 16:06:15 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothpaste', 'quantity': 2, 'product_price': 4.99, 'sale_ts': 1625864774938} to topic salesitems partition 0 offset 1719
2021-07-09 16:06:20 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothpaste', 'quantity': 1, 'product_price': 4.99, 'sale_ts': 1625864780150} to topic salesitems partition 0 offset 1729
2021-07-09 16:06:25 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothbrush', 'quantity': 4, 'product_price': 3.99, 'sale_ts': 1625864785360} to topic salesitems partition 0 offset 1739
2021-07-09 16:06:30 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothpaste', 'quantity': 3, 'product_price': 4.99, 'sale_ts': 1625864790571} to topic salesitems partition 0 offset 1749
2021-07-09 16:06:35 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Dental Floss', 'quantity': 1, 'product_price': 1.99, 'sale_ts': 1625864795781} to topic salesitems partition 0 offset 1759
2021-07-09 16:06:41 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1625864800992} to topic salesitems partition 0 offset 1769
2021-07-09 16:06:46 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 3, 'product_price': 4.99, 'sale_ts': 1625864806204} to topic salesitems partition 0 offset 1779
2021-07-09 16:06:51 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 4, 'product_price': 4.99, 'sale_ts': 1625864811414} to topic salesitems partition 0 offset 1789
2021-07-09 16:06:56 root         INFO     Produced {'seller_id': 'KC', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1625864816624} to topic salesitems partition 0 offset 1799
2021-07-09 16:07:02 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 3, 'product_price': 4.99, 'sale_ts': 1625864821834} to topic salesitems partition 0 offset 1809
2021-07-09 16:07:07 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 1, 'product_price': 1.99, 'sale_ts': 1625864827047} to topic salesitems partition 0 offset 1819
2021-07-09 16:07:12 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothbrush', 'quantity': 4, 'product_price': 3.99, 'sale_ts': 1625864832258} to topic salesitems partition 0 offset 1829
2021-07-09 16:07:17 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothpaste', 'quantity': 5, 'product_price': 4.99, 'sale_ts': 1625864837471} to topic salesitems partition 0 offset 1839
2021-07-09 16:07:22 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Dental Floss', 'quantity': 5, 'product_price': 1.99, 'sale_ts': 1625864842684} to topic salesitems partition 0 offset 1849
2021-07-09 16:07:28 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1625864847896} to topic salesitems partition 0 offset 1859
2021-07-09 16:07:33 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 5, 'product_price': 1.99, 'sale_ts': 1625864853108} to topic salesitems partition 0 offset 1869
2021-07-09 16:07:38 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothpaste', 'quantity': 3, 'product_price': 4.99, 'sale_ts': 1625864858319} to topic salesitems partition 0 offset 1879
2021-07-09 16:07:43 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothbrush', 'quantity': 1, 'product_price': 3.99, 'sale_ts': 1625864863532} to topic salesitems partition 0 offset 1889
2021-07-09 16:07:48 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothbrush', 'quantity': 4, 'product_price': 3.99, 'sale_ts': 1625864868741} to topic salesitems partition 0 offset 1899
2021-07-09 16:07:54 root         INFO     Produced {'seller_id': 'KC', 'product': 'Dental Floss', 'quantity': 3, 'product_price': 1.99, 'sale_ts': 1625864873954} to topic salesitems partition 0 offset 1909
2021-07-09 16:07:59 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Dental Floss', 'quantity': 2, 'product_price': 1.99, 'sale_ts': 1625864879163} to topic salesitems partition 0 offset 1919
2021-07-09 16:08:04 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothbrush', 'quantity': 4, 'product_price': 3.99, 'sale_ts': 1625864884371} to topic salesitems partition 0 offset 1929
2021-07-09 16:08:09 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothbrush', 'quantity': 2, 'product_price': 3.99, 'sale_ts': 1625864889579} to topic salesitems partition 0 offset 1939
2021-07-09 16:08:14 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothpaste', 'quantity': 4, 'product_price': 4.99, 'sale_ts': 1625864894793} to topic salesitems partition 0 offset 1949
2021-07-09 16:08:20 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothbrush', 'quantity': 3, 'product_price': 3.99, 'sale_ts': 1625864900001} to topic salesitems partition 0 offset 1959
2021-07-09 16:08:25 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothbrush', 'quantity': 3, 'product_price': 3.99, 'sale_ts': 1625864905214} to topic salesitems partition 0 offset 1969
2021-07-09 16:08:30 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothbrush', 'quantity': 3, 'product_price': 3.99, 'sale_ts': 1625864910425} to topic salesitems partition 0 offset 1979
2021-07-09 16:08:35 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothbrush', 'quantity': 4, 'product_price': 3.99, 'sale_ts': 1625864915636} to topic salesitems partition 0 offset 1989
2021-07-09 16:08:41 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 3, 'product_price': 1.99, 'sale_ts': 1625864920846} to topic salesitems partition 0 offset 1999
2021-07-09 16:08:46 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothbrush', 'quantity': 5, 'product_price': 3.99, 'sale_ts': 1625864926059} to topic salesitems partition 0 offset 2009
2021-07-09 16:08:51 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothpaste', 'quantity': 4, 'product_price': 4.99, 'sale_ts': 1625864931268} to topic salesitems partition 0 offset 2019
2021-07-09 16:08:56 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1625864936480} to topic salesitems partition 0 offset 2029
2021-07-09 16:09:01 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1625864941689} to topic salesitems partition 0 offset 2039
2021-07-09 16:09:07 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothbrush', 'quantity': 4, 'product_price': 3.99, 'sale_ts': 1625864946902} to topic salesitems partition 0 offset 2049
2021-07-09 16:09:12 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 2, 'product_price': 1.99, 'sale_ts': 1625864952116} to topic salesitems partition 0 offset 2059
2021-07-09 16:09:17 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothpaste', 'quantity': 1, 'product_price': 4.99, 'sale_ts': 1625864957327} to topic salesitems partition 0 offset 2069
2021-07-09 16:09:22 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothpaste', 'quantity': 2, 'product_price': 4.99, 'sale_ts': 1625864962538} to topic salesitems partition 0 offset 2079
2021-07-09 16:09:27 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothpaste', 'quantity': 3, 'product_price': 4.99, 'sale_ts': 1625864967750} to topic salesitems partition 0 offset 2089
2021-07-09 16:09:33 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothpaste', 'quantity': 1, 'product_price': 4.99, 'sale_ts': 1625864972960} to topic salesitems partition 0 offset 2099
2021-07-09 16:09:38 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothbrush', 'quantity': 5, 'product_price': 3.99, 'sale_ts': 1625864978171} to topic salesitems partition 0 offset 2109
2021-07-09 16:09:43 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 5, 'product_price': 4.99, 'sale_ts': 1625864983380} to topic salesitems partition 0 offset 2119
2021-07-09 16:09:48 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 4, 'product_price': 4.99, 'sale_ts': 1625864988594} to topic salesitems partition 0 offset 2129
2021-07-09 16:09:54 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 3, 'product_price': 1.99, 'sale_ts': 1625864993809} to topic salesitems partition 0 offset 2139
2021-07-09 16:09:59 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothbrush', 'quantity': 3, 'product_price': 3.99, 'sale_ts': 1625864999015} to topic salesitems partition 0 offset 2149
2021-07-09 16:10:04 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothpaste', 'quantity': 3, 'product_price': 4.99, 'sale_ts': 1625865004227} to topic salesitems partition 0 offset 2159
2021-07-09 16:10:09 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothbrush', 'quantity': 5, 'product_price': 3.99, 'sale_ts': 1625865009441} to topic salesitems partition 0 offset 2169
2021-07-09 16:10:14 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothpaste', 'quantity': 1, 'product_price': 4.99, 'sale_ts': 1625865014652} to topic salesitems partition 0 offset 2179
2021-07-09 16:10:20 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothbrush', 'quantity': 4, 'product_price': 3.99, 'sale_ts': 1625865019867} to topic salesitems partition 0 offset 2189
2021-07-09 16:10:25 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothpaste', 'quantity': 2, 'product_price': 4.99, 'sale_ts': 1625865025078} to topic salesitems partition 0 offset 2199
2021-07-09 16:10:30 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 2, 'product_price': 1.99, 'sale_ts': 1625865030292} to topic salesitems partition 0 offset 2209
2021-07-09 16:10:35 root         INFO     Produced {'seller_id': 'KC', 'product': 'Dental Floss', 'quantity': 1, 'product_price': 1.99, 'sale_ts': 1625865035501} to topic salesitems partition 0 offset 2219
2021-07-09 16:10:40 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Dental Floss', 'quantity': 1, 'product_price': 1.99, 'sale_ts': 1625865040714} to topic salesitems partition 0 offset 2229
2021-07-09 16:10:46 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1625865045924} to topic salesitems partition 0 offset 2239
2021-07-09 16:10:51 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Dental Floss', 'quantity': 5, 'product_price': 1.99, 'sale_ts': 1625865051136} to topic salesitems partition 0 offset 2249
2021-07-09 16:10:56 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothpaste', 'quantity': 4, 'product_price': 4.99, 'sale_ts': 1625865056345} to topic salesitems partition 0 offset 2259
2021-07-09 16:11:01 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothpaste', 'quantity': 3, 'product_price': 4.99, 'sale_ts': 1625865061558} to topic salesitems partition 0 offset 2269
2021-07-09 16:11:06 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothpaste', 'quantity': 2, 'product_price': 4.99, 'sale_ts': 1625865066772} to topic salesitems partition 0 offset 2279
2021-07-09 16:11:12 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothbrush', 'quantity': 4, 'product_price': 3.99, 'sale_ts': 1625865071984} to topic salesitems partition 0 offset 2289
2021-07-09 16:11:17 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothpaste', 'quantity': 1, 'product_price': 4.99, 'sale_ts': 1625865077196} to topic salesitems partition 0 offset 2299
2021-07-09 16:11:22 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothpaste', 'quantity': 5, 'product_price': 4.99, 'sale_ts': 1625865082409} to topic salesitems partition 0 offset 2309
2021-07-09 16:11:27 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothpaste', 'quantity': 1, 'product_price': 4.99, 'sale_ts': 1625865087620} to topic salesitems partition 0 offset 2319
2021-07-09 16:11:33 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 1, 'product_price': 1.99, 'sale_ts': 1625865092833} to topic salesitems partition 0 offset 2329
2021-07-09 16:11:38 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothbrush', 'quantity': 3, 'product_price': 3.99, 'sale_ts': 1625865098041} to topic salesitems partition 0 offset 2339
2021-07-09 16:11:43 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothpaste', 'quantity': 4, 'product_price': 4.99, 'sale_ts': 1625865103252} to topic salesitems partition 0 offset 2349
2021-07-09 16:11:48 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 5, 'product_price': 4.99, 'sale_ts': 1625865108464} to topic salesitems partition 0 offset 2359
2021-07-09 16:11:53 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothbrush', 'quantity': 2, 'product_price': 3.99, 'sale_ts': 1625865113679} to topic salesitems partition 0 offset 2369
2021-07-09 16:11:59 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothbrush', 'quantity': 3, 'product_price': 3.99, 'sale_ts': 1625865118892} to topic salesitems partition 0 offset 2379
2021-07-09 16:12:04 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothbrush', 'quantity': 1, 'product_price': 3.99, 'sale_ts': 1625865124102} to topic salesitems partition 0 offset 2389
2021-07-09 16:12:09 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothpaste', 'quantity': 4, 'product_price': 4.99, 'sale_ts': 1625865129314} to topic salesitems partition 0 offset 2399
2021-07-09 16:12:14 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothbrush', 'quantity': 1, 'product_price': 3.99, 'sale_ts': 1625865134523} to topic salesitems partition 0 offset 2409
2021-07-09 16:12:19 root         INFO     Produced {'seller_id': 'KC', 'product': 'Dental Floss', 'quantity': 5, 'product_price': 1.99, 'sale_ts': 1625865139736} to topic salesitems partition 0 offset 2419
2021-07-09 16:12:25 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothpaste', 'quantity': 5, 'product_price': 4.99, 'sale_ts': 1625865144950} to topic salesitems partition 0 offset 2429
2021-07-09 16:12:30 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothpaste', 'quantity': 5, 'product_price': 4.99, 'sale_ts': 1625865150164} to topic salesitems partition 0 offset 2439
2021-07-09 16:12:35 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothbrush', 'quantity': 1, 'product_price': 3.99, 'sale_ts': 1625865155373} to topic salesitems partition 0 offset 2449
2021-07-09 16:12:40 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 5, 'product_price': 1.99, 'sale_ts': 1625865160580} to topic salesitems partition 0 offset 2459
2021-07-09 16:12:45 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 2, 'product_price': 1.99, 'sale_ts': 1625865165787} to topic salesitems partition 0 offset 2469
2021-07-09 16:12:51 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothbrush', 'quantity': 3, 'product_price': 3.99, 'sale_ts': 1625865170995} to topic salesitems partition 0 offset 2479
2021-07-09 16:12:56 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothpaste', 'quantity': 2, 'product_price': 4.99, 'sale_ts': 1625865176199} to topic salesitems partition 0 offset 2489
2021-07-09 16:13:01 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Dental Floss', 'quantity': 5, 'product_price': 1.99, 'sale_ts': 1625865181410} to topic salesitems partition 0 offset 2499
2021-07-09 16:13:06 root         INFO     Produced {'seller_id': 'KC', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1625865186619} to topic salesitems partition 0 offset 2509
2021-07-09 16:13:12 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 5, 'product_price': 4.99, 'sale_ts': 1625865191827} to topic salesitems partition 0 offset 2519
2021-07-09 16:13:17 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 1, 'product_price': 1.99, 'sale_ts': 1625865197041} to topic salesitems partition 0 offset 2529
2021-07-09 16:13:22 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothpaste', 'quantity': 2, 'product_price': 4.99, 'sale_ts': 1625865202250} to topic salesitems partition 0 offset 2539
2021-07-09 16:13:27 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothpaste', 'quantity': 1, 'product_price': 4.99, 'sale_ts': 1625865207462} to topic salesitems partition 0 offset 2549
2021-07-09 16:13:32 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1625865212672} to topic salesitems partition 0 offset 2559
2021-07-09 16:13:38 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothbrush', 'quantity': 4, 'product_price': 3.99, 'sale_ts': 1625865217886} to topic salesitems partition 0 offset 2569
2021-07-09 16:13:43 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothbrush', 'quantity': 3, 'product_price': 3.99, 'sale_ts': 1625865223097} to topic salesitems partition 0 offset 2579
2021-07-09 16:13:48 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothpaste', 'quantity': 1, 'product_price': 4.99, 'sale_ts': 1625865228313} to topic salesitems partition 0 offset 2589
2021-07-09 16:13:53 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothbrush', 'quantity': 1, 'product_price': 3.99, 'sale_ts': 1625865233523} to topic salesitems partition 0 offset 2599
2021-07-09 16:13:58 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothbrush', 'quantity': 2, 'product_price': 3.99, 'sale_ts': 1625865238732} to topic salesitems partition 0 offset 2609
2023-06-26 21:05:29 root         INFO     Starting sales producer
2023-06-26 21:05:30 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1687806330073} to topic salesitems partition 0 offset 9
2023-06-26 21:05:35 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 2, 'product_price': 4.99, 'sale_ts': 1687806335346} to topic salesitems partition 0 offset 19
2023-06-26 21:05:40 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothpaste', 'quantity': 2, 'product_price': 4.99, 'sale_ts': 1687806340557} to topic salesitems partition 0 offset 29
2023-06-26 21:05:45 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothbrush', 'quantity': 2, 'product_price': 3.99, 'sale_ts': 1687806345773} to topic salesitems partition 0 offset 39
2023-06-26 21:05:51 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Dental Floss', 'quantity': 2, 'product_price': 1.99, 'sale_ts': 1687806350989} to topic salesitems partition 0 offset 49
2023-06-26 21:05:56 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothbrush', 'quantity': 1, 'product_price': 3.99, 'sale_ts': 1687806356200} to topic salesitems partition 0 offset 59
2023-06-26 21:06:01 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothbrush', 'quantity': 5, 'product_price': 3.99, 'sale_ts': 1687806361414} to topic salesitems partition 0 offset 69
2023-06-26 21:06:06 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 5, 'product_price': 4.99, 'sale_ts': 1687806366627} to topic salesitems partition 0 offset 79
2023-06-26 21:06:12 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Dental Floss', 'quantity': 2, 'product_price': 1.99, 'sale_ts': 1687806371843} to topic salesitems partition 0 offset 89
2023-06-26 21:06:17 root         INFO     Produced {'seller_id': 'KC', 'product': 'Dental Floss', 'quantity': 2, 'product_price': 1.99, 'sale_ts': 1687806377059} to topic salesitems partition 0 offset 99
2023-06-26 21:06:22 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 5, 'product_price': 1.99, 'sale_ts': 1687806382275} to topic salesitems partition 0 offset 109
2023-06-26 21:06:27 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1687806387490} to topic salesitems partition 0 offset 119
2023-06-26 21:06:32 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothpaste', 'quantity': 2, 'product_price': 4.99, 'sale_ts': 1687806392696} to topic salesitems partition 0 offset 129
2023-06-26 21:06:38 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothpaste', 'quantity': 5, 'product_price': 4.99, 'sale_ts': 1687806397911} to topic salesitems partition 0 offset 139
